filename,true_label,teacher_pred,kd_pred,baseline_pred,teacher_correct,kd_correct,baseline_correct,js_teacher_kd,js_teacher_baseline,spearman_teacher_kd,spearman_teacher_baseline
cassette_player_0053.npz,2,2,2,2,1,1,1,0.08635324002469826,0.10541161593458553,0.9005102040816325,0.9168367346938775
cassette_player_0054.npz,2,2,2,2,1,1,1,0.1352336210773288,0.1322808800461246,0.8745790432315473,0.8953974942022866
cassette_player_0055.npz,2,2,2,2,1,1,1,0.10637245345028151,0.11621918191346428,0.741938775510204,0.693673469387755
cassette_player_0056.npz,2,2,2,2,1,1,1,0.17021316073660825,0.19088493290679262,0.8890251285900505,0.8155182277419984
cassette_player_0057.npz,2,2,2,2,1,1,1,0.09504717136974224,0.06856200968770831,0.6236734693877551,0.7456122448979591
cassette_player_0058.npz,2,2,2,2,1,1,1,0.08590634941924344,0.13708291817536958,0.9603061224489796,0.8810204081632652
cassette_player_0059.npz,2,2,2,2,1,1,1,0.08981087424787618,0.10772177674581263,0.7472448979591836,0.7736734693877549
cassette_player_0060.npz,2,2,2,2,1,1,1,0.19176244482264831,0.18147245303169138,0.2773469387755102,0.4826530612244897
cassette_player_0061.npz,2,2,2,2,1,1,1,0.12198839325643637,0.14306064613348218,0.929273444478386,0.8958882086681869
cassette_player_0062.npz,2,2,2,2,1,1,1,0.10685110846060736,0.1280040793194833,0.8259183673469387,0.756734693877551
cassette_player_0063.npz,2,2,2,2,1,1,1,0.08074232616499923,0.09385819984552742,0.8314285714285714,0.8553061224489796
cassette_player_0064.npz,2,2,2,2,1,1,1,0.10139286726255567,0.10714255548161218,0.6963265306122448,0.7298979591836733
cassette_player_0065.npz,2,2,2,2,1,1,1,0.12415309107837183,0.08386384750978505,0.7281632653061224,0.9204081632653061
cassette_player_0066.npz,2,2,2,2,1,1,1,0.13795887162291165,0.15046631143963143,0.4840816326530612,0.7541836734693876
cassette_player_0067.npz,2,2,2,2,1,1,1,0.1302766586524611,0.10301626380456251,0.8368367346938774,0.9243877551020407
cassette_player_0068.npz,2,2,2,2,1,1,1,0.12021647063713312,0.1240815695406807,0.8284693877551019,0.8329591836734693
cassette_player_0069.npz,2,2,2,2,1,1,1,0.12364136098569997,0.12745527484071625,0.8598979591836735,0.8780612244897958
cassette_player_0070.npz,2,2,2,2,1,1,1,0.08887605468966321,0.11046685725856165,0.9538728491348043,0.9136004380097995
cassette_player_0071.npz,2,2,2,2,1,1,1,0.11323490131841042,0.10849990941597558,0.8868367346938775,0.9027551020408162
cassette_player_0072.npz,2,2,2,2,1,1,1,0.0918818790298477,0.1368874941092468,0.981734693877551,0.9493877551020407
cassette_player_0073.npz,2,5,5,5,0,0,0,0.10561950662477293,0.1824194261002935,0.9403061224489795,0.8855359083075806
cassette_player_0074.npz,2,2,2,2,1,1,1,0.18395327215305637,0.22648441771628935,0.7251205390252103,0.732365621810292
cassette_player_0075.npz,2,2,2,2,1,1,1,0.0858558490231549,0.10323217523170836,0.7509183673469387,0.7343877551020408
cassette_player_0076.npz,2,2,2,2,1,1,1,0.11079909178344169,0.1400524238526544,0.9296665734293806,0.8512972272470893
cassette_player_0077.npz,2,2,2,2,1,1,1,0.18665515558549686,0.2193308317310898,0.0573469387755102,-0.0723469387755102
cassette_player_0078.npz,2,5,5,5,0,0,0,0.19383003032544166,0.18001773910804114,0.7144059799768502,0.8029286464002066
cassette_player_0079.npz,2,2,2,2,1,1,1,0.11469460936523891,0.15551953530453191,0.8812123731977143,0.8323298339085764
cassette_player_0080.npz,2,2,2,2,1,1,1,0.10023247330384608,0.12823736679773826,0.8264285714285713,0.7630612244897957
cassette_player_0081.npz,2,2,2,2,1,1,1,0.10554962116444236,0.16578653062975188,0.8861224489795918,0.6972448979591835
cassette_player_0082.npz,2,2,3,2,1,0,1,0.3053241968603469,0.25610777415923863,0.5008925168999602,0.9177835567459783
cassette_player_0083.npz,2,2,2,2,1,1,1,0.08145169091066662,0.09438606104343661,0.7601020408163265,0.7437755102040815
cassette_player_0084.npz,2,2,2,2,1,1,1,0.10824587478419197,0.09815346353351699,0.9035714285714285,0.9227551020408162
cassette_player_0085.npz,2,2,2,2,1,1,1,0.10570759973249945,0.10806915775730677,0.9350188847881782,0.9604497643416743
cassette_player_0086.npz,2,2,2,2,1,1,1,0.08149484008700353,0.08305646916270731,0.8708163265306121,0.8473469387755102
cassette_player_0087.npz,2,2,2,2,1,1,1,0.08445125311044199,0.1250902831609198,0.43540816326530607,0.24693877551020407
cassette_player_0088.npz,2,2,2,2,1,1,1,0.13400447889034786,0.17595946115794497,0.830408163265306,0.7585714285714285
cassette_player_0089.npz,2,2,2,2,1,1,1,0.2132369439344946,0.12442133233579902,0.785204081632653,0.895816326530612
cassette_player_0090.npz,2,2,2,2,1,1,1,0.0777977565286367,0.06903070851789955,0.8513265306122448,0.8852040816326531
cassette_player_0091.npz,2,2,2,2,1,1,1,0.1284981587278611,0.17718098421285214,0.9327551020408162,0.8044897959183673
cassette_player_0092.npz,2,2,2,2,1,1,1,0.14395014896783984,0.12155556165476397,0.9229520991957504,0.9557896888234778
cassette_player_0093.npz,2,2,2,2,1,1,1,0.1294117434359845,0.19920752184372337,0.8908798968612841,0.8130631721101788
cassette_player_0094.npz,2,2,2,2,1,1,1,0.10254716148586401,0.11234976640260491,0.8736734693877551,0.8583673469387755
cassette_player_0095.npz,2,2,2,2,1,1,1,0.10688695962047957,0.09171309746112695,0.7103061224489795,0.7645918367346938
cassette_player_0096.npz,2,2,2,2,1,1,1,0.11686995664212307,0.18484108999691914,0.26591836734693874,0.4281632653061224
cassette_player_0097.npz,2,2,2,2,1,1,1,0.08392800802159456,0.11692666906433616,0.8161224489795917,0.7923469387755101
cassette_player_0098.npz,2,2,2,2,1,1,1,0.09840545313409102,0.08411082835103617,0.9459935205506914,0.9519338757600786
cassette_player_0099.npz,2,2,2,2,1,1,1,0.13157676621596318,0.1812022102925194,0.4495918367346938,0.0907142857142857
cassette_player_0100.npz,2,2,2,2,1,1,1,0.10477802761397764,0.11685869907392968,0.8461224489795918,0.8310204081632653
cassette_player_0101.npz,2,2,2,2,1,1,1,0.07555398772457501,0.07194511121497581,0.9467346938775509,0.9554081632653061
cassette_player_0102.npz,2,2,2,2,1,1,1,0.07645681800562554,0.1161682798418717,0.8679591836734691,0.7446938775510203
cassette_player_0103.npz,2,2,2,2,1,1,1,0.12574804119887395,0.1241000209563337,0.7654081632653059,0.8251020408163264
cassette_player_0104.npz,2,2,2,2,1,1,1,0.09551153892170532,0.11472028786412752,0.5162244897959183,0.7989795918367346
cassette_player_0105.npz,2,2,2,2,1,1,1,0.09181432854873807,0.09724441700341907,0.9713265306122448,0.9632653061224489
cassette_player_0106.npz,2,2,2,2,1,1,1,0.10028102175398897,0.11366541438479619,0.9120408163265304,0.8854081632653059
cassette_player_0107.npz,2,2,2,2,1,1,1,0.10246523915275521,0.18352109608523695,0.9011224489795918,0.8360389042287463
cassette_player_0108.npz,2,2,2,2,1,1,1,0.06483467718261313,0.09142227561897891,0.8163265306122448,0.7935714285714285
cassette_player_0109.npz,2,2,2,2,1,1,1,0.07656308345211452,0.08467878185168448,0.936938775510204,0.9344897959183672
cassette_player_0110.npz,2,2,2,2,1,1,1,0.11682613674453311,0.12809761282438817,0.6966326530612245,0.5599999999999999
cassette_player_0111.npz,2,2,2,2,1,1,1,0.13001224672623304,0.14814220023263489,0.9203187175605664,0.9130327207372023
cassette_player_0112.npz,2,2,2,2,1,1,1,0.0847104542480324,0.10999943941418239,0.8170408163265306,0.8561224489795918
cassette_player_0113.npz,2,2,7,2,1,0,1,0.17613531318595715,0.219568019063006,0.7353917054921913,0.706116530907613
cassette_player_0114.npz,2,2,2,2,1,1,1,0.11597094901354292,0.10621511720239665,0.8326530612244898,0.8269387755102039
cassette_player_0115.npz,2,2,2,2,1,1,1,0.11734626164953148,0.17369530149351545,0.7721428571428569,0.43867346938775503
cassette_player_0116.npz,2,2,6,2,1,0,1,0.18667684388414396,0.24756084870755155,0.7937957603542235,0.5438404042689078
cassette_player_0117.npz,2,2,2,2,1,1,1,0.09589341080398996,0.1406634503510094,0.9453061224489796,0.9316662717186291
cassette_player_0118.npz,2,2,2,2,1,1,1,0.0866989807722575,0.06889677035865148,0.6405102040816325,0.7498979591836734
cassette_player_0119.npz,2,2,2,2,1,1,1,0.0915993368192785,0.12549780384983913,0.705,0.6644897959183673
cassette_player_0120.npz,2,2,2,2,1,1,1,0.17713629412028314,0.16082634218602246,0.8030612244897958,0.8175510204081632
cassette_player_0121.npz,2,2,2,2,1,1,1,0.07349813037030348,0.072592169923187,0.8573469387755102,0.8673469387755101
cassette_player_0122.npz,2,2,2,2,1,1,1,0.09647988892671273,0.14749835936857567,0.8064285714285713,0.45561224489795915
cassette_player_0123.npz,2,2,2,2,1,1,1,0.11185375144615285,0.10847816524846308,0.9556122448979592,0.9014285714285714
cassette_player_0124.npz,2,2,2,2,1,1,1,0.07210374759695891,0.07051745751478466,0.923265306122449,0.9223469387755101
cassette_player_0125.npz,2,2,2,2,1,1,1,0.0803451804936436,0.09397558433671513,0.9440816326530612,0.9235714285714285
cassette_player_0126.npz,2,2,2,2,1,1,1,0.08562640022559906,0.09641485813719712,0.6931632653061224,0.5958163265306122
cassette_player_0127.npz,2,2,2,2,1,1,1,0.06551756006147243,0.07414418621270681,0.9544897959183674,0.9127551020408162
cassette_player_0128.npz,2,2,2,2,1,1,1,0.07800912132961531,0.06775470255965484,0.8961224489795917,0.9331632653061223
cassette_player_0129.npz,2,2,2,2,1,1,1,0.08523879870383941,0.0977858589189017,0.8231632653061224,0.8837755102040816
cassette_player_0130.npz,2,2,2,2,1,1,1,0.12749406736026017,0.11202894915261402,0.7241511265398827,0.9227276209028237
cassette_player_0131.npz,2,2,2,2,1,1,1,0.06827654811418009,0.13454452431103864,0.9585714285714284,0.8639795918367346
cassette_player_0132.npz,2,2,2,2,1,1,1,0.1220332901515972,0.15159454400659433,0.9047959183673469,0.7366326530612244
cassette_player_0133.npz,2,2,2,2,1,1,1,0.10212889402524687,0.0814795232385918,0.8987755102040816,0.9310204081632651
cassette_player_0134.npz,2,2,2,2,1,1,1,0.1014605378743728,0.05878205194689424,0.9088775510204081,0.9475510204081632
cassette_player_0135.npz,2,2,2,2,1,1,1,0.09411100696493147,0.12392237053304787,0.8393877551020408,0.7878571428571428
cassette_player_0136.npz,2,2,2,2,1,1,1,0.1110603849880989,0.11219310431865827,0.9249999999999999,0.935204081632653
cassette_player_0137.npz,2,2,2,2,1,1,1,0.1124905393173836,0.1295141002722138,0.801938775510204,0.7589795918367346
cassette_player_0138.npz,2,2,2,2,1,1,1,0.07142903889219178,0.07189005220142138,0.9016326530612243,0.9290816326530612
cassette_player_0139.npz,2,2,2,2,1,1,1,0.14028951234434636,0.12935712765476007,0.8136734693877551,0.7759183673469386
cassette_player_0140.npz,2,2,2,2,1,1,1,0.11275872206925172,0.11250291060910603,0.7663265306122448,0.7719387755102041
cassette_player_0141.npz,2,2,2,2,1,1,1,0.10216956572806521,0.13572755972948358,0.931530612244898,0.8466326530612244
cassette_player_0142.npz,2,2,2,2,1,1,1,0.09318777043217577,0.1672506685592827,0.7970408163265306,0.757927498397094
cassette_player_0143.npz,2,2,2,2,1,1,1,0.14746965890383792,0.10284791457611327,0.3885714285714285,0.5051020408163265
cassette_player_0144.npz,2,2,2,2,1,1,1,0.09112877572653574,0.10413995898916024,0.9607347904146576,0.9549954126675402
cassette_player_0145.npz,2,2,2,2,1,1,1,0.08747540565717292,0.1204748403824298,0.8712244897959184,0.8060204081632653
cassette_player_0146.npz,2,2,2,2,1,1,1,0.0916350774903116,0.12470884681998672,0.9537731516914129,0.926095053746594
cassette_player_0147.npz,2,2,2,2,1,1,1,0.0917469965752807,0.07664606092958673,0.9402040816326529,0.9470408163265305
cassette_player_0148.npz,2,2,2,2,1,1,1,0.14265316469973616,0.17437706545419504,0.8062244897959183,0.7628329461091968
cassette_player_0149.npz,2,2,2,2,1,1,1,0.07871675358660825,0.08026608244751066,0.9210204081632652,0.928469387755102
cassette_player_0150.npz,2,2,2,2,1,1,1,0.114731501319948,0.08187567026181218,0.8620408163265306,0.9254081632653061
cassette_player_0151.npz,2,2,2,2,1,1,1,0.08855033196654262,0.10054413832281582,0.9128571428571428,0.9205102040816326
cassette_player_0152.npz,2,2,2,2,1,1,1,0.08504578689373937,0.10257678877360404,0.9693877551020408,0.9477551020408163
cassette_player_0153.npz,2,2,2,2,1,1,1,0.15236315624482868,0.1683267581768801,0.8873695760432352,0.8198168323288123
cassette_player_0154.npz,2,2,2,2,1,1,1,0.13984859118449097,0.08970406863443285,0.8839511214897109,0.9369116562144624
cassette_player_0155.npz,2,2,2,2,1,1,1,0.09392937549891213,0.09816326394095204,0.9561224489795916,0.9319387755102039
cassette_player_0156.npz,2,2,2,2,1,1,1,0.0841014914116501,0.1288321877760877,0.9402040816326529,0.7418367346938775
cassette_player_0157.npz,2,2,2,2,1,1,1,0.14664416327121582,0.12996537493284355,0.8647159369124165,0.8735714285714286
cassette_player_0158.npz,2,2,2,2,1,1,1,0.08020443675943095,0.08096716409257161,0.9655858570962641,0.9674489795918365
cassette_player_0159.npz,2,2,2,2,1,1,1,0.09295021336259851,0.10194822624018772,0.5680612244897958,0.4783673469387755
cassette_player_0160.npz,2,2,2,2,1,1,1,0.10353816727258773,0.08889726415931239,0.8883673469387755,0.9058163265306122
cassette_player_0161.npz,2,2,2,2,1,1,1,0.10770785766944024,0.1167514429694109,0.8538775510204081,0.8574489795918367
cassette_player_0162.npz,2,2,2,2,1,1,1,0.10523685259073434,0.09554699750469103,0.9052781961669228,0.9392586548631507
cassette_player_0163.npz,2,2,2,2,1,1,1,0.0918792841521236,0.10707781069976069,0.928877551020408,0.8580612244897958
cassette_player_0164.npz,2,2,2,2,1,1,1,0.13529772387472883,0.18970812013709426,0.9357217597497525,0.896487044285606
cassette_player_0165.npz,2,2,2,2,1,1,1,0.05950424272838808,0.08874275822297717,0.7151020408163266,0.7793877551020407
cassette_player_0166.npz,2,2,2,2,1,1,1,0.1171425004315404,0.07931220215172795,0.6727551020408163,0.8394897959183671
cassette_player_0167.npz,2,2,2,2,1,1,1,0.08182652172669622,0.07754248951574379,0.9514285714285713,0.953469387755102
cassette_player_0168.npz,2,2,2,2,1,1,1,0.0929258052657762,0.083585106173262,0.9353061224489795,0.9335714285714285
cassette_player_0169.npz,2,2,2,2,1,1,1,0.1645566057229113,0.14084825032082715,0.8460231543491243,0.8132843743176954
cassette_player_0170.npz,2,2,2,2,1,1,1,0.08343845491898416,0.09136067812131407,0.8308163265306122,0.8289795918367346
cassette_player_0171.npz,2,2,2,2,1,1,1,0.14734528346319017,0.1709299847060306,0.75,0.798265306122449
cassette_player_0172.npz,2,2,2,2,1,1,1,0.0778370827082646,0.06781961033857972,0.8999897995634791,0.931217476019588
cassette_player_0173.npz,2,2,2,2,1,1,1,0.13190497251194183,0.132966431787047,0.9102604555017099,0.9207484683617142
cassette_player_0174.npz,2,2,2,2,1,1,1,0.07298831536012478,0.16373970880597763,0.9455102040816326,0.7335714285714284
cassette_player_0175.npz,2,2,2,2,1,1,1,0.12244659924500284,0.1610314423616174,0.882142857142857,0.7887755102040815
cassette_player_0176.npz,2,2,3,3,1,0,0,0.1377447893526509,0.14796834872524706,0.851734693877551,0.7614285714285713
cassette_player_0177.npz,2,2,2,2,1,1,1,0.07131604203792603,0.0704216971772141,0.9658163265306122,0.9601020408163264
cassette_player_0178.npz,2,2,2,2,1,1,1,0.07592259839874013,0.09301938027348049,0.9292857142857142,0.9081632653061223
cassette_player_0179.npz,2,2,2,2,1,1,1,0.14202508054188331,0.11000698207161787,0.5159183673469387,0.6401020408163265
cassette_player_0180.npz,2,2,2,2,1,1,1,0.1064384317394373,0.11183270893970805,0.8936734693877549,0.8892857142857142
cassette_player_0181.npz,2,2,2,2,1,1,1,0.09014884596475357,0.14228278928480986,0.9166326530612243,0.8583673469387755
cassette_player_0182.npz,2,2,2,2,1,1,1,0.06316907911666364,0.058282120619587596,0.9720145925252802,0.9819128042175749
cassette_player_0183.npz,2,2,2,2,1,1,1,0.12854095104952254,0.13460248127792962,0.8073469387755101,0.8799999999999999
cassette_player_0184.npz,2,2,2,2,1,1,1,0.07398978194966013,0.12790011539510454,0.8289795918367346,0.7832653061224489
cassette_player_0185.npz,2,2,2,2,1,1,1,0.11204839008564459,0.12277018363310112,0.8259183673469387,0.8405102040816326
cassette_player_0186.npz,2,2,7,2,1,0,1,0.34198390440832716,0.1680416382343383,0.03158969227617394,0.9253381265776832
cassette_player_0187.npz,2,2,2,2,1,1,1,0.07689077768670856,0.1046349910479497,0.9603816427013464,0.9240541853564301
cassette_player_0188.npz,2,2,2,2,1,1,1,0.08388077842278788,0.12872143557943055,0.5774489795918367,0.28428571428571425
cassette_player_0189.npz,2,2,2,2,1,1,1,0.09228688951616082,0.1010013933307033,0.666734693877551,0.6539795918367346
cassette_player_0190.npz,2,2,2,2,1,1,1,0.07051278544099886,0.06450412510034005,0.6109183673469387,0.7088775510204081
cassette_player_0191.npz,2,2,2,2,1,1,1,0.09996650422981261,0.07738366669390694,0.8875510204081631,0.9148979591836733
cassette_player_0192.npz,2,2,2,2,1,1,1,0.15156007382634284,0.18118375693823152,0.5654081632653062,0.6590816326530612
cassette_player_0193.npz,2,2,2,2,1,1,1,0.08987800889957175,0.09405862081938458,0.7848979591836733,0.8435714285714285
cassette_player_0194.npz,2,2,2,2,1,1,1,0.11942759322108504,0.1505962013715628,0.7007142857142856,0.5213265306122449
cassette_player_0195.npz,2,2,2,2,1,1,1,0.16658043458479374,0.1381774414245339,0.8648979591836733,0.8312244897959182
cassette_player_0196.npz,2,2,2,2,1,1,1,0.12326702129891233,0.14693441115739062,0.8347959183673469,0.8124489795918367
cassette_player_0197.npz,2,2,2,2,1,1,1,0.10305660504933332,0.09810967306473271,0.6945918367346939,0.6656122448979591
cassette_player_0198.npz,2,2,2,2,1,1,1,0.05509413812902029,0.1085591036393368,0.9695918367346938,0.8539795918367347
cassette_player_0199.npz,2,2,3,5,1,0,0,0.3022852856516429,0.33360567667293695,0.7007400075026565,0.46249791861824247
cassette_player_0200.npz,2,2,2,2,1,1,1,0.11872623632004906,0.10365142857645886,0.8142857142857143,0.8779305597387275
cassette_player_0201.npz,2,2,2,2,1,1,1,0.10873826306708,0.10917591157403898,0.8439795918367347,0.866734693877551
cassette_player_0202.npz,2,2,2,2,1,1,1,0.1110289103130155,0.15552598255804967,0.46204081632653055,0.626734693877551
cassette_player_0203.npz,2,2,2,2,1,1,1,0.10233336926791196,0.09841066480789418,0.9513265306122448,0.9494897959183672
cassette_player_0204.npz,2,2,2,2,1,1,1,0.08878550279935066,0.1546306951084657,0.9314285714285714,0.8673469387755101
cassette_player_0205.npz,2,2,2,2,1,1,1,0.08915200308038611,0.16189013963896287,0.7511224489795918,0.6335714285714285
cassette_player_0206.npz,2,2,2,2,1,1,1,0.10226201970093342,0.15697163416285279,0.4281632653061224,0.21938775510204078
cassette_player_0207.npz,2,2,2,2,1,1,1,0.08843943760428943,0.08676101592642338,0.6889795918367345,0.8744897959183673
cassette_player_0208.npz,2,2,2,2,1,1,1,0.09688851471009234,0.1106760473263018,0.9116326530612244,0.9128571428571428
cassette_player_0209.npz,2,2,2,2,1,1,1,0.1583494917522115,0.16833593727537036,0.795204081632653,0.7767346938775508
cassette_player_0210.npz,2,2,7,2,1,0,1,0.42163604175985836,0.13083605745113405,-0.25830921612077073,0.8899643863682379
cassette_player_0211.npz,2,2,2,2,1,1,1,0.1181615351135881,0.15598227278290386,0.8340816326530611,0.8225510204081632
cassette_player_0212.npz,2,2,2,2,1,1,1,0.060949454047233606,0.0626403068894136,0.938673469387755,0.9362244897959182
cassette_player_0213.npz,2,2,2,2,1,1,1,0.0929828269128347,0.0836802696513224,0.9563265306122448,0.9494897959183672
cassette_player_0214.npz,2,2,2,2,1,1,1,0.09026272159831418,0.08695953519559695,0.906734693877551,0.9313265306122448
cassette_player_0215.npz,2,2,2,2,1,1,1,0.13637545746032922,0.10195773588197724,0.8023469387755101,0.9268367346938775
cassette_player_0216.npz,2,2,2,2,1,1,1,0.11339071382262209,0.11394792814334181,0.9159245686759223,0.9120413673360044
cassette_player_0217.npz,2,2,2,2,1,1,1,0.0947882148974235,0.09083145745177956,0.9196938775510203,0.9314285714285714
cassette_player_0218.npz,2,2,2,2,1,1,1,0.09780552403479316,0.093578583794129,0.9492078882651994,0.9559937756624941
cassette_player_0219.npz,2,2,2,2,1,1,1,0.10320018533234666,0.08211727647850557,0.9359183673469387,0.966938775510204
cassette_player_0220.npz,2,2,2,2,1,1,1,0.06344283181721984,0.09129524031817852,0.9248979591836733,0.896938775510204
cassette_player_0221.npz,2,2,2,2,1,1,1,0.12378811114031218,0.12193603931658174,0.7983673469387755,0.8124489795918367
cassette_player_0222.npz,2,2,2,2,1,1,1,0.09959992763684113,0.11354243800737093,0.9380612244897958,0.8914285714285713
cassette_player_0223.npz,2,2,2,2,1,1,1,0.10102713820497265,0.12511453810505072,0.9578571428571429,0.9408348070521784
