filename,true_label,teacher_pred,kd_pred,baseline_pred,teacher_correct,kd_correct,baseline_correct,js_teacher_kd,js_teacher_baseline,spearman_teacher_kd,spearman_teacher_baseline,ssim_teacher_kd,ssim_teacher_baseline,miou_teacher_kd,miou_teacher_baseline
cassette_player_0027.npz,2,2,2,2,1,1,1,0.12096298277290175,0.1338366827748487,0.7832653061224489,0.7176530612244897,0.9657893935899722,0.9515656903703821,0.6588029184790507,0.5715793398303682
cassette_player_0028.npz,2,2,2,2,1,1,1,0.09833298027330742,0.18346896741973778,0.9604041278707226,0.9116326530612244,0.977272029386509,0.9313426860296977,0.8533792552528288,0.7497464740938368
cassette_player_0029.npz,2,2,2,2,1,1,1,0.1559147625852498,0.15960736578096293,0.5201020408163265,0.5475510204081632,0.9269791030089722,0.9209743938812599,0.48463057658865016,0.5357845160306532
cassette_player_0030.npz,2,2,2,2,1,1,1,0.17280433747905422,0.12975072585753822,0.6216485116439039,0.6274489795918367,0.9193935889850192,0.9493692360874474,0.5568787189636834,0.6156063980940409
cassette_player_0031.npz,2,2,2,2,1,1,1,0.0950092903937708,0.1510729174176883,0.8818367346938775,0.8118367346938775,0.9766129194383346,0.948329835278127,0.6809079174286546,0.6764905011855562
cassette_player_0032.npz,2,2,2,2,1,1,1,0.17536657173238626,0.13341609481772385,0.6508163265306123,0.8605102040816326,0.9226743707659847,0.9524626279173273,0.5724000900707826,0.6574057129708616
cassette_player_0033.npz,2,2,2,2,1,1,1,0.09543140555771727,0.0605673665866168,0.9735962655276572,0.9787755102040816,0.9884933371193869,0.994699514424751,0.8979136788522172,0.871736876569759
cassette_player_0034.npz,2,2,2,2,1,1,1,0.14549467744869782,0.14569187744764892,0.9298029010636477,0.9391934706760844,0.969351920805612,0.9702679141340191,0.7645197020088029,0.83690667871876
cassette_player_0035.npz,2,2,2,2,1,1,1,0.08831518724288094,0.09620924058575625,0.9466326530612243,0.9478571428571427,0.9777263778206969,0.9784805475007359,0.7299697400473519,0.8069562181573777
cassette_player_0036.npz,2,2,7,2,1,0,1,0.3360305576219609,0.19264005172592663,0.4909183673469387,0.741734693877551,0.7125988843614908,0.9295161130838965,0.48505551885622206,0.639141358599495
cassette_player_0037.npz,2,2,2,2,1,1,1,0.12366439871061048,0.12170107473408771,0.8338775510204081,0.8366326530612245,0.9603146522411643,0.9645633891024036,0.6205524776795543,0.6375543534869004
cassette_player_0038.npz,2,2,2,2,1,1,1,0.07024104727615758,0.10454295921819068,0.8203061224489795,0.8135714285714285,0.9851526038338316,0.9689091617395789,0.6276010809616731,0.6257398206602905
cassette_player_0039.npz,2,2,2,2,1,1,1,0.07520927908656455,0.12221370887314235,0.8695918367346938,0.7409183673469386,0.9867177195217048,0.9525371509455407,0.6701565879856448,0.566315497957789
cassette_player_0040.npz,2,2,2,2,1,1,1,0.07958790140420484,0.17681679917956614,0.9772147928104149,0.8976627648991866,0.9865554016563487,0.954140702548166,0.8116524457894928,0.7966792435779224
cassette_player_0041.npz,2,2,2,2,1,1,1,0.10895383395276727,0.11151074123140933,0.793877551020408,0.7346938775510203,0.9673568373499477,0.9645624041860001,0.6172868849140047,0.5873287817306131
cassette_player_0042.npz,2,2,2,2,1,1,1,0.10221709202338526,0.09729963056492962,0.773265306122449,0.7656122448979591,0.9697799195534524,0.9715711336962167,0.6106491426316989,0.5957106035527794
cassette_player_0043.npz,2,2,2,2,1,1,1,0.10944822697251114,0.09393003140819624,0.9229591836734693,0.9344897959183672,0.9849867364681544,0.9832073899724683,0.7812128629636673,0.7649273726048756
cassette_player_0044.npz,2,2,2,2,1,1,1,0.10006120064570487,0.08722078966507359,0.9064285714285714,0.8987755102040816,0.9747714633707559,0.9767301572588091,0.7089809548829179,0.6970482330319743
cassette_player_0045.npz,2,2,2,2,1,1,1,0.09851017971032602,0.09498009515949299,0.9234693877551019,0.9197959183673469,0.9740447426957685,0.9741702661451492,0.7012257529169458,0.7008767624165975
cassette_player_0046.npz,2,2,2,2,1,1,1,0.11442658384710652,0.20156646979482928,0.928673469387755,0.8180612244897958,0.9752173936124562,0.9381028175671327,0.7545640814515098,0.7108203584115551
cassette_player_0047.npz,2,2,2,2,1,1,1,0.09919376495206902,0.11837810339763945,0.8776530612244897,0.8875510204081631,0.9769145798161755,0.9722716769714792,0.6579523745624823,0.6737679396939465
cassette_player_0048.npz,2,2,2,2,1,1,1,0.10747128706348327,0.1195001872727842,0.9116326530612244,0.922142857142857,0.9755995207063727,0.9650814184711503,0.7217537791796016,0.7051237579231074
cassette_player_0049.npz,2,2,2,2,1,1,1,0.10850156753378486,0.13069538760475036,0.9078571428571428,0.8626530612244897,0.9699000824741104,0.9553275895157393,0.6925204361337999,0.6976401089953501
cassette_player_0050.npz,2,2,2,2,1,1,1,0.14919583426382654,0.12934232178244795,0.7125510204081632,0.7411224489795918,0.9420094014406709,0.9454394617013,0.5650213778671979,0.5682314551544211
cassette_player_0051.npz,2,2,2,2,1,1,1,0.10271995216134736,0.0983288215986425,0.9023469387755101,0.898877551020408,0.9771550506496707,0.9753264728420505,0.7581014584524685,0.676093981358389
cassette_player_0052.npz,2,2,2,2,1,1,1,0.10853944132415994,0.11469160493059498,0.9120408163265304,0.9129591836734693,0.969838481723641,0.967602540860266,0.6979606705196642,0.7026613787226224
cassette_player_0053.npz,2,2,2,2,1,1,1,0.11075987763039843,0.08094695355574623,0.9316326530612243,0.903877551020408,0.9783449500356048,0.9803922330957411,0.7797703632625363,0.7113859077544442
cassette_player_0054.npz,2,2,2,2,1,1,1,0.16686879624178316,0.14523804467476517,0.8378406003420075,0.8197775325879836,0.9520516875792692,0.9586482074325005,0.7001296356477207,0.7161210339398348
cassette_player_0055.npz,2,2,2,2,1,1,1,0.13791464603833775,0.14029442271653375,0.7181632653061224,0.7733673469387753,0.9524241352039395,0.9513824616588472,0.5668065890608339,0.6170428662100809
cassette_player_0056.npz,2,2,2,2,1,1,1,0.18440541568563984,0.22022697087933635,0.880245137655422,0.8040838209434126,0.9475230544295821,0.9166613135412849,0.7578530603528185,0.7220656293715421
cassette_player_0057.npz,2,2,2,2,1,1,1,0.13576625266941175,0.09321560463764542,0.625204081632653,0.6819387755102041,0.9445395262370297,0.9726368111682233,0.5318308520238081,0.6549024186921468
cassette_player_0058.npz,2,2,2,2,1,1,1,0.11563381985826726,0.20971672658441443,0.9394897959183673,0.7993571267174199,0.9826465960294692,0.9445079882270356,0.8146338149742363,0.68290506955934
cassette_player_0059.npz,2,2,2,2,1,1,1,0.088548158907733,0.12090684317250522,0.7519387755102039,0.7057142857142856,0.973499795656953,0.950316752079771,0.5936017249142652,0.6252663364930009
cassette_player_0060.npz,2,2,2,2,1,1,1,0.15045762832001933,0.1712887060095762,0.6111224489795918,0.5559183673469387,0.9312482494524844,0.9091336088738148,0.5931798680973448,0.5301178815259868
cassette_player_0061.npz,2,2,2,2,1,1,1,0.09081311497558492,0.12078368083309694,0.961149573644263,0.9292509812629195,0.9881093079608659,0.9728379382345751,0.774989352578874,0.7190474756986218
cassette_player_0062.npz,2,2,2,2,1,1,1,0.13417800169929942,0.15533405993361704,0.8648979591836733,0.7757142857142856,0.9586174052060433,0.9286728036234176,0.7002645958432938,0.6192093503899416
cassette_player_0063.npz,2,2,2,2,1,1,1,0.09594184177336866,0.11413330156225654,0.7918367346938774,0.7544897959183673,0.9714376387164821,0.9610566153398484,0.6320336656047981,0.5978998397194634
cassette_player_0064.npz,2,2,2,2,1,1,1,0.12479502150697634,0.12857131410280548,0.6759183673469388,0.6293877551020408,0.9437240769898791,0.9468270841935587,0.5687351842002453,0.5703142487596881
cassette_player_0065.npz,2,2,2,2,1,1,1,0.11111833535207093,0.13213120712035326,0.8561224489795918,0.7936734693877551,0.9719782153829933,0.9540297600881674,0.7251336196271655,0.6740241337359992
cassette_player_0066.npz,2,2,2,2,1,1,1,0.14761262811168777,0.14542886148233797,0.5811224489795918,0.7208163265306121,0.933215167721084,0.941278429172565,0.5115669141997768,0.5758545094769694
cassette_player_0067.npz,2,2,2,2,1,1,1,0.12764232228674174,0.17641614081695736,0.866734693877551,0.7371428571428571,0.9663564055804541,0.9197797885089055,0.6530914048873961,0.5793450251292762
cassette_player_0068.npz,2,2,2,2,1,1,1,0.12696831789057217,0.11074378436033425,0.7899999999999999,0.7948979591836735,0.9541301737225104,0.9588495780392045,0.5944600019541473,0.629969272746292
cassette_player_0069.npz,2,2,2,2,1,1,1,0.12666354596153062,0.16777181758483486,0.8415306122448979,0.760204081632653,0.9552685510808897,0.9234495825458463,0.6318338643181723,0.5764535980706789
cassette_player_0070.npz,2,2,2,2,1,1,1,0.11785950512185105,0.10979393351520317,0.921357519150314,0.8927268555674152,0.9644130277523628,0.9617573213743811,0.722012570596004,0.7028631248060139
cassette_player_0071.npz,2,2,2,2,1,1,1,0.12806516237386745,0.12775938701538078,0.8597959183673469,0.85234693877551,0.9696292040787432,0.9685015145794984,0.6546144333230843,0.6761208220350693
cassette_player_0072.npz,2,2,2,2,1,1,1,0.14352949640411625,0.13532229466248794,0.9401020408163264,0.9458163265306121,0.9482367565123712,0.9605853248928073,0.7734181563994663,0.8064059593803443
cassette_player_0073.npz,2,5,5,5,0,0,0,0.15393512331581743,0.19767240472166347,0.9432595211889373,0.9232046264783982,0.9580007801124334,0.9281417629469007,0.7499589367122339,0.7480937632677923
cassette_player_0074.npz,2,2,2,2,1,1,1,0.26290496646274597,0.29025532048132013,0.6500870593984331,0.6160402316121564,0.9295502698886916,0.8994722608475162,0.7217438241032906,0.6012311380947157
cassette_player_0075.npz,2,2,2,2,1,1,1,0.07810064020548041,0.11237394933620963,0.7743877551020408,0.7579591836734694,0.9811124656996486,0.9635515110521689,0.5937661810276538,0.594278914606901
cassette_player_0076.npz,2,2,2,2,1,1,1,0.12471814592981965,0.14428548717369102,0.8982882219306116,0.8623689382637282,0.9641391694098798,0.9542129038142285,0.6914113819971094,0.6604045890675208
cassette_player_0077.npz,2,2,2,2,1,1,1,0.1362736699426449,0.17464011939300983,0.6322448979591836,0.01673469387755102,0.9340237543793801,0.9000587646026217,0.5236971611643862,0.3853244846800241
cassette_player_0078.npz,2,5,5,5,0,0,0,0.21168980083597635,0.1802866214315353,0.704831879177509,0.8339839289641577,0.9533436309895983,0.9610397091129133,0.660878066469731,0.709091322677831
cassette_player_0079.npz,2,2,2,2,1,1,1,0.09341535491736586,0.16952055499795732,0.9266176770769544,0.8008980549919702,0.9800100347807341,0.9342708455200159,0.8044141344593323,0.6084009319137785
cassette_player_0080.npz,2,2,2,2,1,1,1,0.09445259534609401,0.10034330965801978,0.861938775510204,0.8504081632653061,0.9750639813456567,0.9690897461423468,0.6781517827553172,0.6350140221924379
cassette_player_0081.npz,2,2,2,2,1,1,1,0.12058166217290045,0.13798586405103352,0.8444897959183673,0.866734693877551,0.965430329560341,0.9566080995158668,0.6634711850529448,0.6540350048883447
cassette_player_0082.npz,2,2,3,2,1,0,1,0.2997256293643563,0.2452581232311286,0.5783355195045817,0.8265534317160617,0.9200255974262664,0.9038303613259383,0.7157919762494263,0.7122871786010564
cassette_player_0083.npz,2,2,2,2,1,1,1,0.06833153018606453,0.10976320884048217,0.8260204081632652,0.6783673469387755,0.9873268652826904,0.9626316727857239,0.6458887418019147,0.674174561129937
cassette_player_0084.npz,2,2,2,2,1,1,1,0.10567679706494602,0.0973208922715539,0.9422448979591836,0.9429591836734693,0.973441816355841,0.9786932189094543,0.7322889980098102,0.7169109918355503
cassette_player_0085.npz,2,2,2,2,1,1,1,0.09348590367401592,0.13024629050841366,0.9399722890385579,0.9045324689379028,0.9807620243708858,0.9648127311294958,0.7451298377242707,0.6861200795860659
cassette_player_0086.npz,2,2,2,2,1,1,1,0.0848285126684725,0.11514140038972563,0.8723469387755102,0.6695918367346937,0.9822324419798072,0.9600867916229644,0.6688462397826305,0.5839274613257365
cassette_player_0087.npz,2,2,2,2,1,1,1,0.07514289983197812,0.09276609281160574,0.626938775510204,0.5493877551020407,0.9805553676689885,0.9718156831832316,0.5356189942904284,0.5176269535941094
cassette_player_0088.npz,2,2,2,2,1,1,1,0.12873099517169564,0.12606670939271186,0.8290816326530611,0.9012244897959184,0.9601261318735211,0.9600562115911987,0.6359874425162599,0.7352804699376263
cassette_player_0089.npz,2,2,2,2,1,1,1,0.18224114445200817,0.13292491218695573,0.8666326530612245,0.9384933292168393,0.9357133007826797,0.9686506798898206,0.7097907936431399,0.7643243239310616
cassette_player_0090.npz,2,2,2,2,1,1,1,0.07683312747208469,0.08491634934878262,0.8732653061224489,0.8233673469387754,0.9835245106817222,0.9775758819693959,0.6649385048622664,0.6427990314549257
cassette_player_0091.npz,2,2,2,2,1,1,1,0.21521285087490033,0.12145219415582163,0.8863265306122448,0.9194897959183672,0.8800264281086105,0.9642566194078656,0.6685480769214541,0.7349766451829045
cassette_player_0092.npz,2,2,2,6,1,1,0,0.15929991991557138,0.35271915370486306,0.9193492676298531,0.4513839089565412,0.9641588837494982,0.7570133277006971,0.7547453365512887,0.4905905581499846
cassette_player_0093.npz,2,2,2,2,1,1,1,0.107611984233125,0.1919502084511862,0.9185265438786567,0.8234019501625135,0.9891771051138325,0.9528820540792367,0.9109949813624761,0.8240601126883136
cassette_player_0094.npz,2,2,2,2,1,1,1,0.08911603077514875,0.11547786580738258,0.9269387755102041,0.8180612244897958,0.9819569835130135,0.967361707667308,0.7299618637959137,0.6412626054147212
cassette_player_0095.npz,2,2,2,2,1,1,1,0.0958921062445276,0.14322145454827848,0.6587755102040816,0.6893877551020408,0.9750911109650754,0.9535160457878958,0.5513522758415542,0.5917404054124888
cassette_player_0096.npz,2,2,2,2,1,1,1,0.13395367186726045,0.15879425649668563,0.5363265306122449,0.4876530612244898,0.9475123036035219,0.918153350384062,0.4838475674094149,0.4866438629831818
cassette_player_0097.npz,2,2,2,2,1,1,1,0.10252258727720166,0.14144057268730592,0.7679591836734693,0.6606122448979591,0.9723380917862123,0.9372629048847841,0.6260104850010838,0.5591662068998107
cassette_player_0098.npz,2,2,2,2,1,1,1,0.11851531904252792,0.1265486397561002,0.943761194286405,0.9361061800030026,0.9772419117912828,0.9646157815023426,0.7247982248514956,0.7195378083896878
cassette_player_0099.npz,2,2,2,2,1,1,1,0.16800194809865562,0.18821364697374401,0.3258163265306122,0.26928571428571424,0.9030503559779218,0.8894224097165667,0.4444142358209356,0.42500743294295806
cassette_player_0100.npz,2,2,2,2,1,1,1,0.07050600676453239,0.0714544728351306,0.9366326530612243,0.9227551020408162,0.9882199513016212,0.987256840601266,0.8056774697504359,0.8049142907565657
cassette_player_0101.npz,2,2,2,2,1,1,1,0.09878360996794631,0.14003844118370748,0.9513265306122448,0.9323469387755101,0.979886197832038,0.9511959623981756,0.7931863083057448,0.7842631955630068
cassette_player_0102.npz,2,2,2,2,1,1,1,0.05732567177196984,0.09653261446254933,0.9435714285714284,0.8246938775510204,0.9905088909764557,0.9744515605603936,0.7706224809710397,0.6410100609784356
cassette_player_0103.npz,2,2,2,2,1,1,1,0.1393814191779114,0.13741784218182287,0.8275510204081631,0.8379591836734692,0.9536388960572789,0.9511067954894317,0.6484914149360921,0.6494726609137431
cassette_player_0104.npz,2,2,2,2,1,1,1,0.12986248168036107,0.17819982627465658,0.5288775510204081,0.4455102040816326,0.9576063362563889,0.9167545111574447,0.6003154575324695,0.5339254639301998
cassette_player_0105.npz,2,2,2,2,1,1,1,0.08415188153039974,0.11077865798707034,0.9744636345934768,0.9592857142857142,0.9867268224061752,0.9785125800509036,0.8864945924709853,0.8813671928475253
cassette_player_0106.npz,2,2,2,2,1,1,1,0.10472556813455963,0.1123715558633134,0.9324489795918367,0.9164285714285714,0.9788271905779039,0.9737410429482486,0.8660918966133172,0.7793344397629453
cassette_player_0107.npz,2,2,2,2,1,1,1,0.10292919532095877,0.1445432498602726,0.945408163265306,0.830612244897959,0.9757715455589507,0.9621717737679893,0.7615483002337604,0.7393652600027968
cassette_player_0108.npz,2,2,2,2,1,1,1,0.11362724238235088,0.09724971899591837,0.7261224489795918,0.7966326530612243,0.9643269422868144,0.9710660189414062,0.5743350044735984,0.6313062502316819
cassette_player_0109.npz,2,2,2,2,1,1,1,0.08390094980922523,0.12469199004260582,0.9527551020408161,0.8993877551020407,0.9873262384727869,0.949293386713339,0.7501272980706846,0.6898114065203635
cassette_player_0110.npz,2,2,2,2,1,1,1,0.14493871697425242,0.182638540987004,0.4035714285714285,0.1327551020408163,0.9315623976272092,0.8976519215768127,0.48289938290857454,0.4063201667617156
cassette_player_0111.npz,2,2,2,2,1,1,1,0.158486825922225,0.14961719160778747,0.9280015117313767,0.9153639228036742,0.9617679213722024,0.9585161604577953,0.7203234257489075,0.7127536703281239
cassette_player_0112.npz,2,2,2,2,1,1,1,0.15624372429139746,0.1430477501399561,0.7015306122448979,0.7599999999999999,0.9366962959987994,0.951816532142209,0.5467595724488922,0.6503501609935745
cassette_player_0113.npz,2,2,7,6,1,0,0,0.22551988047009047,0.21068575021332492,0.33753509646949026,0.6743491577335375,0.8732153234350797,0.8757562918071554,0.460063889998697,0.5516534560274402
cassette_player_0114.npz,2,2,2,2,1,1,1,0.13180883282833455,0.16012189448735586,0.7766326530612245,0.7247959183673468,0.9512708789770731,0.9192774944557478,0.5815746233352935,0.5827468082215481
cassette_player_0115.npz,2,2,2,2,1,1,1,0.12771395855766768,0.15534052290685044,0.7596938775510202,0.6547959183673469,0.9627082082328391,0.9297071442648212,0.6882392666949395,0.5682398155043048
cassette_player_0116.npz,2,2,2,2,1,1,1,0.12712393576498793,0.2814168573217485,0.9415786519720394,0.462001581823338,0.986909975530795,0.7683043274212322,0.8540422027028092,0.4756194193018879
cassette_player_0117.npz,2,2,2,2,1,1,1,0.1421744841693197,0.13155481790239917,0.855,0.8956122448979591,0.9499836148199936,0.9626923219187181,0.645129571161126,0.6964017868733114
cassette_player_0118.npz,2,2,2,2,1,1,1,0.08410975011720206,0.09779460694946719,0.6303061224489795,0.5535714285714285,0.9758146039922706,0.9698541788004651,0.5340933784063695,0.5205415029779729
cassette_player_0119.npz,2,2,2,2,1,1,1,0.10147886139919962,0.12660324529857284,0.7705102040816326,0.8378571428571429,0.970630598132983,0.9394053912609605,0.6847385665514212,0.6947936026620738
cassette_player_0120.npz,2,2,2,2,1,1,1,0.10273806924919862,0.13314860606202256,0.9554036175885352,0.9081538979833769,0.9789446006440551,0.960916289645367,0.8344736328371873,0.7725769788799491
cassette_player_0121.npz,2,2,2,2,1,1,1,0.09995190442055785,0.1158614787636629,0.8365306122448979,0.6285714285714284,0.9756130894276035,0.9600084104663799,0.6241629258556897,0.5109525967534675
cassette_player_0122.npz,2,2,2,2,1,1,1,0.08848908847351802,0.15419932992469385,0.8495918367346937,0.5792857142857142,0.9778087938760748,0.92917417401093,0.6569188835706633,0.5434480369833377
cassette_player_0123.npz,2,2,2,2,1,1,1,0.1198373379634806,0.17159287038472704,0.9227551020408162,0.7805102040816325,0.9650380033738025,0.9289414697193972,0.7132671861872302,0.6105339382789721
cassette_player_0124.npz,2,2,2,2,1,1,1,0.11671433293015712,0.09623005742729608,0.9246938775510203,0.9394897959183673,0.9668561615631506,0.974063769314518,0.7687858012474942,0.7660720804921825
cassette_player_0125.npz,2,2,2,2,1,1,1,0.12135547343241515,0.13014978248559256,0.9472448979591835,0.9318367346938775,0.9775635302414508,0.9587003386548207,0.7439694927432521,0.7236117597649029
cassette_player_0126.npz,2,2,2,2,1,1,1,0.08719463043999949,0.1413155524204397,0.6959183673469386,0.3195918367346939,0.9731070407099942,0.9343042740435349,0.570157794087419,0.42787638251052895
cassette_player_0127.npz,2,2,2,2,1,1,1,0.07653798821244277,0.09472685064757808,0.9280612244897958,0.833265306122449,0.986806347195028,0.9739221445790143,0.7220782242636603,0.6445977136243196
cassette_player_0128.npz,2,2,2,2,1,1,1,0.10471785373174501,0.11605467919867765,0.8316326530612244,0.8363265306122448,0.9686452049484736,0.9577741631411005,0.6541967236839095,0.6473328757226037
cassette_player_0129.npz,2,2,2,2,1,1,1,0.08857862955921084,0.16314369503771797,0.8330612244897958,0.5163265306122449,0.9790684765643963,0.9263765774613906,0.6566135393854773,0.522650675488124
cassette_player_0130.npz,2,2,2,2,1,1,1,0.1204117913295637,0.14193775036532402,0.7374489795918368,0.6074489795918367,0.9569888774889171,0.9413784960237699,0.6079608493396506,0.541757628418023
cassette_player_0131.npz,2,2,2,2,1,1,1,0.09281086062326728,0.096275431536751,0.9503061224489794,0.9411224489795916,0.9808778837355089,0.9706154143717224,0.7509950626206622,0.7359463115266148
cassette_player_0132.npz,2,2,2,2,1,1,1,0.15170303223469453,0.16187144527101288,0.8997168298037265,0.8490816326530611,0.9507304529979369,0.9240627071766413,0.6778008604080727,0.6406869353248337
cassette_player_0133.npz,2,2,2,2,1,1,1,0.10747600096559991,0.11585569621446849,0.9204081632653061,0.8574489795918367,0.9732419180447187,0.9587890267580685,0.7843035949178306,0.6925927742174243
cassette_player_0134.npz,2,2,2,2,1,1,1,0.15081088548260405,0.12024804762649484,0.8924489795918366,0.8435714285714285,0.9500112133462943,0.9603936898087243,0.7132724017600294,0.6689849375422733
cassette_player_0135.npz,2,2,2,2,1,1,1,0.09263345729889132,0.1653148752046305,0.8680612244897957,0.49999999999999994,0.9793518426956856,0.9243867023727537,0.6664716612799633,0.5400245016605874
cassette_player_0136.npz,2,2,2,2,1,1,1,0.12210086322311522,0.18941563371239833,0.9231632653061224,0.7178571428571429,0.9686452607113076,0.9147234193533399,0.7444487952702266,0.5731598913971561
cassette_player_0137.npz,2,2,2,2,1,1,1,0.13283243371559444,0.11681984029321485,0.8705102040816325,0.7160204081632653,0.955102664511453,0.9598295574233336,0.6644746976857009,0.5696189812880489
cassette_player_0138.npz,2,2,2,2,1,1,1,0.06954783199513155,0.06216384879800726,0.9237755102040816,0.9448979591836734,0.9886036171946212,0.9915812439904594,0.7461379030636459,0.7892019459945213
cassette_player_0139.npz,2,2,2,2,1,1,1,0.15430742064254815,0.17427449762668643,0.8242857142857142,0.7380612244897958,0.9360967224615004,0.9156533883713435,0.6571311465735705,0.5838792177086984
cassette_player_0140.npz,2,2,2,2,1,1,1,0.14469843986487685,0.1197716755713993,0.8204081632653061,0.7526530612244897,0.9487538791690803,0.9626032751518807,0.6998250695887424,0.6349199094923799
cassette_player_0141.npz,2,2,2,2,1,1,1,0.11509483226285006,0.11320562644827217,0.9309183673469387,0.8747959183673469,0.9835079122041221,0.9787451733599188,0.7781100579247526,0.766646564240727
